64
#x	y	position for each electrode
0.00	0.00
0.25	0.00
0.50	0.00
0.75	0.00
1.00	0.00
1.25	0.00
1.50	0.00
1.75	0.00
2.00	0.00
2.25	0.00
2.50	0.00
2.75	0.00
3.00	0.00
3.25	0.00
3.50	0.00
3.75	0.00
4.00	0.00
4.25	0.00
4.50	0.00
4.75	0.00
5.00	0.00
5.25	0.00
5.50	0.00
5.75	0.00
6.00	0.00
6.25	0.00
6.50	0.00
6.75	0.00
7.00	0.00
7.25	0.00
7.50	0.00
7.75	0.00
8.00	0.00
8.25	0.00
8.50	0.00
8.75	0.00
9.00	0.00
9.25	0.00
9.50	0.00
9.75	0.00
10.00	0.00
10.25	0.00
10.50	0.00
10.75	0.00
11.00	0.00
11.25	0.00
11.50	0.00
11.75	0.00
12.00	0.00
12.25	0.00
12.50	0.00
12.75	0.00
13.00	0.00
13.25	0.00
13.50	0.00
13.75	0.00
14.00	0.00
14.25	0.00
14.50	0.00
14.75	0.00
15.00	0.00
15.25	0.00
15.50	0.00
15.75	0.00
2693
#a	b	m	n	rho	err/%
1	6	31	36	-0.080081	6.389075
9	12	27	30	-0.090371	5.601997
3	8	38	43	-0.056512	9.272051
2	7	37	42	-0.058094	9.005272
14	19	44	49	-0.064245	8.092921
27	28	32	33	-0.254978	1.647662
7	12	42	47	-0.045168	11.732002
1	7	43	49	-0.054085	9.711591
29	33	49	53	-0.088405	5.738222
1	2	4	5	-7.717110	0.451586
29	30	31	32	-5.945820	0.430217
12	16	20	24	-8.706250	0.459736
4	5	9	10	-1.492550	0.152440
34	36	46	48	-0.066275	7.829083
10	14	26	30	-0.202910	2.204750
10	13	31	34	-0.052590	10.002385
31	34	37	40	-2.272470	0.279726
31	33	37	39	-0.802433	0.166525
7	12	22	27	-0.479722	0.630585
1	3	11	13	-1.002210	0.029015
11	12	14	15	-6.424310	0.437152
45	47	51	53	-0.462700	0.673035
45	46	51	52	-0.264750	1.567531
8	15	43	50	-0.078555	6.523372
4	11	25	32	-0.358485	1.020826
14	15	16	17	-12.961800	0.480610
14	15	21	22	-0.636262	0.346690
6	10	30	34	-0.078338	6.542901
33	35	47	49	-0.050194	10.504932
11	16	46	51	-0.037310	14.313160
15	19	39	43	-0.086134	5.903342
18	23	43	48	-0.089694	5.648230
2	6	10	14	-10.400900	0.470095
6	12	48	54	-0.041778	12.726463
8	14	50	56	-0.042909	12.377375
24	29	34	39	-0.971984	0.046191
30	33	42	45	-0.192021	2.359451
2	4	8	10	-5.032830	0.413329
15	20	35	40	-0.220635	1.985587
6	11	21	26	-0.810040	0.160047
14	20	44	50	-0.091937	5.497688
11	14	29	32	-0.080424	6.359594
18	22	46	50	-0.037001	14.437182
33	36	42	45	-0.431876	0.758421
5	8	26	29	-0.069212	7.474579
5	11	17	23	-8.116140	0.455113
6	9	24	27	-0.090698	5.579926
39	40	45	46	-0.457606	0.686353
1	8	43	50	-0.069671	7.421854
7	14	42	49	-0.083383	6.115326
2	5	20	23	-0.246087	1.726099
10	16	46	52	-0.054315	9.668194
26	28	40	42	-0.046828	11.297770
1	6	26	31	-0.124070	3.938293
14	18	22	26	-2.870870	0.330500
22	26	50	54	-0.026311	20.515406
47	49	53	55	-0.365158	0.992608
6	13	27	34	-0.339466	1.107338
13	14	16	17	-5.184500	0.416546
2	5	8	11	-10.882100	0.472449
14	16	20	22	-5.743730	0.426942
1	8	15	22	-6.708950	0.440807
11	13	23	25	-0.133301	3.629330
11	12	18	19	-0.912806	0.083112
8	9	12	13	-2.524790	0.304070
3	5	11	13	-1.986870	0.244712
47	49	59	61	-0.088941	5.700480
3	5	9	11	-4.385460	0.397092
2	6	30	34	-0.060632	8.606353
18	20	32	34	-0.090194	5.614058
23	25	27	29	-2.282020	0.280746
23	24	27	28	-0.478372	0.633841
1	8	29	36	-0.187790	2.424401
1	6	36	41	-0.060009	8.701227
55	56	62	63	-0.221682	1.973737
55	56	57	58	-147.575000	0.519566
5	10	40	45	-0.046842	11.294010
12	15	21	24	-1.753550	0.207642
2	3	7	8	-1.501910	0.154751
9	13	37	41	-0.050940	10.343427
5	8	23	26	-0.106632	4.667920
1	8	22	29	-0.376141	0.948344
26	29	41	44	-0.090356	5.603034
1	5	29	33	-0.057287	9.139518
2	3	6	7	-3.164650	0.348399
38	41	47	50	-0.465565	0.665673
16	22	46	52	-0.097734	5.140563
8	13	43	48	-0.044656	11.872597
4	5	11	12	-0.655107	0.321663
37	40	46	49	-0.413422	0.815635
5	9	17	21	-3.632110	0.370912
11	16	21	26	-3.853310	0.379661
8	11	20	23	-1.182810	0.055319
4	6	14	16	-1.157740	0.045185
20	25	50	55	-0.032484	16.517387
2	3	8	9	-0.943220	0.063558
22	26	42	46	-0.070182	7.364005
22	27	42	47	-0.108464	4.580238
7	10	28	31	-0.062773	8.294996
10	12	18	20	-2.492180	0.301201
1	6	11	16	-8.962280	0.461552
7	14	21	28	-2.313120	0.284007
2	4	6	8	-17.037600	0.490827
36	37	41	42	-0.183167	2.498799
14	18	30	34	-0.236929	1.813045
4	5	6	7	-17.830900	0.492272
21	25	33	37	-0.291310	1.376899
25	28	31	34	-1.536710	0.163098
3	5	13	15	-0.977482	0.042987
4	9	19	24	-1.854780	0.224871
15	21	33	39	-0.393065	0.884979
11	12	15	16	-3.435260	0.362178
4	9	39	44	-0.057069	9.176345
4	6	16	18	-0.809573	0.160441
1	4	16	19	-0.741678	0.223034
3	9	45	51	-0.059528	8.775764
3	10	45	52	-0.082830	6.159704
39	41	45	47	-1.169440	0.049969
6	10	22	26	-0.245386	1.732525
4	6	8	10	-16.499500	0.489767
13	15	23	25	-0.222543	1.964076
17	18	21	22	-4.593150	0.402800
6	10	34	38	-0.050523	10.433183
6	7	8	9	-15.671200	0.487994
31	34	52	55	-0.009867	55.579616
17	19	29	31	-0.162209	2.889268
17	20	29	32	-0.352163	1.048546
26	29	47	50	-0.033306	16.096770
7	12	32	37	-0.105285	4.734336
4	6	10	12	-5.199420	0.416853
4	7	10	13	-11.761500	0.476252
4	7	22	25	-0.101095	4.952245
28	31	46	49	-0.050931	10.345369
19	22	28	31	-0.619384	0.370397
3	5	7	9	-12.974100	0.480651
8	13	38	43	-0.063073	8.252997
42	44	48	50	-0.438785	0.738239
5	7	19	21	-0.517905	0.545512
4	7	25	28	-0.065712	7.900529
4	7	13	16	-3.672000	0.372567
4	7	19	22	-0.780318	0.186076
46	47	52	53	-0.009961	55.047770
5	12	26	33	-0.373868	0.957291
4	9	24	29	-0.206187	2.161391
4	8	24	28	-0.131931	3.672452
11	12	16	17	-1.960630	0.240983
24	25	28	29	-0.453405	0.697561
17	20	35	38	-0.107448	4.628496
4	8	32	36	-0.058946	8.867467
38	39	40	41	-2.631620	0.312970
4	10	16	22	-8.358290	0.457089
14	16	26	28	-0.108244	4.590610
15	17	29	31	-0.076787	6.685602
18	21	33	36	-0.151176	3.138322
34	35	40	41	-0.135359	3.566193
4	10	34	40	-0.111519	4.440429
12	14	26	28	-0.066168	7.842602
7	9	17	19	-1.433840	0.137254
3	8	28	33	-0.128458	3.785889
3	9	33	39	-0.106450	4.676795
23	24	28	29	-0.242775	1.756786
31	33	35	37	-3.067810	0.342878
31	32	35	36	-0.587223	0.419344
1	5	21	25	-0.174540	2.648174
7	11	15	19	-10.205600	0.469077
1	6	21	26	-0.307544	1.276595
13	19	25	31	-1.544810	0.164987
4	11	39	46	-0.110431	4.489333
43	45	47	49	-1.628700	0.183443
43	44	47	48	-0.502950	0.577294
38	40	52	54	-0.025389	21.279852
21	26	46	51	-0.055114	9.520428
2	4	10	12	-2.098280	0.259504
14	15	18	19	-2.933540	0.334619
4	11	53	60	-0.042846	12.396194
16	19	25	28	-0.820057	0.151700
5	6	8	9	-8.051080	0.454562
9	13	33	37	-0.065081	7.982241
24	26	30	32	-0.538546	0.504547
11	17	47	53	-0.052922	9.936512
5	6	11	12	-1.651000	0.188034
5	7	11	13	-5.260910	0.418097
17	20	26	29	-0.814934	0.155943
22	25	31	34	-0.373160	0.960100
4	9	14	19	-8.970210	0.461607
15	21	27	33	-1.533270	0.162290
5	7	15	17	-1.230230	0.073359
5	8	14	17	-3.702560	0.373812
9	11	13	15	-11.385100	0.474696
5	9	21	25	-0.454627	0.694279
18	21	27	30	-0.730553	0.234400
12	15	24	27	-0.248656	1.702859
7	9	15	17	-2.090940	0.258578
12	14	24	26	-0.105812	4.708150
16	17	22	23	-0.295571	1.349505
31	33	43	45	-0.086657	5.864556
7	11	23	27	-0.230649	1.876659
26	28	38	40	-0.090143	5.617517
17	18	20	21	-12.072900	0.477466
55	56	60	61	-0.869073	0.113629
20	22	24	26	-2.686840	0.317293
5	6	10	11	-2.120130	0.262223
9	15	21	27	-2.867070	0.330244
5	9	25	29	-0.133882	3.611309
6	8	10	12	-13.342700	0.481829
41	43	45	47	-3.262940	0.353669
41	42	45	46	-0.883694	0.103090
14	19	39	44	-0.115861	4.254408
5	9	29	33	-0.090022	5.625764
29	30	34	35	-0.275515	1.485837
21	26	51	56	-0.030827	17.433582
48	49	53	54	-0.232859	1.853881
31	35	47	51	-0.167281	2.785797
6	7	13	14	-0.720164	0.245330
5	10	15	20	-9.680900	0.466137
3	8	13	18	-8.991390	0.461752
15	17	23	25	-0.505490	0.571763
19	20	21	22	-19.502600	0.494933
32	35	44	47	-0.207490	2.144532
32	34	44	46	-0.111214	4.454042
8	12	24	28	-0.224716	1.940023
8	9	11	12	-6.646460	0.440032
19	21	29	31	-0.231195	1.870991
5	10	30	35	-0.118756	4.137938
6	8	14	16	-2.016190	0.248763
49	50	51	52	-2.545680	0.305869
32	36	40	44	-1.321460	0.104423
8	14	20	26	-4.865570	0.409548
5	11	23	29	-0.412289	0.819314
32	34	46	48	-0.047676	11.087460
8	9	13	14	-1.712590	0.200092
51	52	56	57	-0.217045	2.027085
5	11	35	41	-0.111027	4.462425
2	3	5	6	-9.040420	0.462086
32	34	36	38	-3.187360	0.349646
8	12	16	20	-11.925600	0.476900
27	29	41	43	-0.045265	11.705929
3	6	18	21	-0.848362	0.129178
7	13	49	55	-0.032237	16.648113
1	8	50	57	-0.049909	10.567886
23	28	33	38	-0.969340	0.047744
32	36	48	52	-0.170153	2.729943
27	30	48	51	-0.042576	12.478307
8	13	28	33	-0.184453	2.477729
5	9	33	37	-0.056102	9.343532
31	32	36	37	-0.301165	1.314719
1	4	22	25	-0.058871	8.879430
48	50	58	60	-0.079841	6.409871
6	8	18	20	-0.698245	0.269459
39	40	43	44	-0.956889	0.055175
31	35	55	59	-0.071320	7.238251
22	27	37	42	-0.280363	1.451095
6	7	10	11	-2.627020	0.312602
27	31	35	39	-1.399690	0.127835
1	7	37	43	-0.077751	6.596249
23	27	31	35	-1.163900	0.047716
48	50	52	54	-0.789570	0.177764
48	49	52	53	-0.035736	14.966936
6	7	12	13	-0.894399	0.095593
4	10	46	52	-0.052629	9.994745
13	18	28	33	-0.474182	0.644066
7	10	25	28	-0.090141	5.617619
7	12	17	22	-10.771300	0.471925
13	19	49	55	-0.044892	11.807349
44	45	48	49	-0.219295	2.000917
22	27	47	52	-0.064479	8.061692
6	9	12	15	-10.589000	0.471041
6	8	12	14	-4.147450	0.389849
31	32	33	34	-5.623560	0.424882
26	27	28	29	-4.938570	0.411229
26	27	33	34	-0.088018	5.765731
2	9	51	58	-0.045353	11.682066
2	7	27	32	-0.122429	3.998095
18	20	24	26	-1.097470	0.018928
8	11	26	29	-0.084834	6.001825
6	10	18	22	-3.017010	0.339840
6	9	18	21	-1.676460	0.193126
6	9	21	24	-0.317575	1.219742
12	16	36	40	-0.064392	8.073225
20	24	36	40	-0.162851	2.875815
12	16	40	44	-0.037161	14.372849
1	2	3	4	-27.206800	0.502971
20	24	40	44	-0.075067	6.850818
29	30	33	34	-0.613554	0.378889
21	25	45	49	-0.045352	11.682416
12	17	27	32	-0.389995	0.896065
34	35	38	39	-0.437425	0.742162
12	17	37	42	-0.092372	5.469289
15	21	51	57	-0.048480	10.894928
12	18	24	30	-1.591990	0.175606
1	5	13	17	-2.361670	0.288927
26	27	32	33	-0.153282	3.088014
41	43	53	55	-0.024183	22.367094
36	38	48	50	-0.059615	8.762115
27	28	30	31	-1.178510	0.053612
12	18	30	36	-0.374760	0.953767
34	36	42	44	-0.273721	1.499005
10	14	22	26	-0.555249	0.473627
12	18	36	42	-0.169176	2.748731
12	18	42	48	-0.089157	5.685429
13	14	15	16	-13.332400	0.481797
38	41	59	62	-0.046598	11.356117
13	15	17	19	-16.241400	0.489234
13	14	17	18	-4.054650	0.386794
13	14	20	21	-0.966824	0.049230
13	15	19	21	-5.734820	0.426792
1	2	5	6	-6.086670	0.432372
13	15	21	23	-1.260360	0.084115
13	15	25	27	-0.103865	4.806216
17	18	23	24	-0.438967	0.737716
13	15	27	29	-0.065843	7.883871
13	16	22	25	-0.788711	0.178527
13	16	28	31	-0.129998	3.734841
13	16	31	34	-0.074818	6.875340
14	17	29	32	-0.135116	3.573548
17	21	33	37	-0.243702	1.748113
13	16	34	37	-0.045163	11.733576
17	21	41	45	-0.071472	7.221690
8	9	15	16	-0.729170	0.235837
18	20	30	32	-0.129394	3.754717
10	12	20	22	-1.253150	0.081588
4	9	34	39	-0.070611	7.316085
13	17	21	25	-5.431480	0.421401
16	22	58	64	-0.039733	13.408476
13	16	25	28	-0.251394	1.678613
13	17	25	29	-0.488358	0.610179
17	22	32	37	-0.441950	0.729205
13	17	33	37	-0.097720	5.141386
32	35	47	50	-0.093139	5.419965
8	10	14	16	-4.449760	0.398916
8	9	14	15	-1.042950	0.007439
23	26	29	32	-1.685230	0.194844
13	17	41	45	-0.035335	15.142375
22	24	34	36	-0.060856	8.572793
22	25	34	37	-0.146256	3.261498
13	18	23	28	-2.142600	0.264961
13	18	33	38	-0.187112	2.435082
13	18	38	43	-0.103812	4.808937
20	25	35	40	-0.298574	1.330669
23	27	39	43	-0.157298	2.995812
13	18	43	48	-0.065226	7.963398
13	19	43	49	-0.092701	5.448040
40	42	44	46	-2.911580	0.333196
14	15	20	21	-1.448040	0.141040
3	9	21	27	-0.657345	0.318786
18	19	21	22	-6.889240	0.442967
14	16	22	24	-0.493784	0.597724
48	50	60	62	-0.069185	7.477746
6	8	20	22	-0.386361	0.909416
18	21	24	27	-2.542810	0.305624
14	15	19	20	-2.018550	0.249084
14	16	24	26	-0.200258	2.240877
14	16	28	30	-0.070466	7.332306
3	10	31	38	-0.181139	2.532634
23	24	26	27	-1.116070	0.027334
39	42	60	63	-0.049739	10.605749
14	16	18	20	-14.832000	0.485995
14	17	23	26	-0.780797	0.185641
14	17	26	29	-0.262372	1.586481
14	17	32	35	-0.076643	6.699146
14	17	35	38	-0.050388	10.462407
18	22	42	46	-0.075006	6.856746
23	26	32	35	-0.401352	0.855901
9	15	33	39	-0.142285	3.367128
24	27	30	33	-1.537020	0.163171
41	42	44	45	-1.005370	0.027279
36	37	39	40	-1.826980	0.220329
14	18	38	42	-0.077358	6.632381
17	22	42	47	-0.105309	4.733137
14	18	42	46	-0.051855	10.151577
4	11	32	39	-0.165988	2.811575
14	19	29	34	-0.487718	0.611667
14	18	34	38	-0.119514	4.108374
14	19	34	39	-0.184430	2.478103
14	20	26	32	-1.564730	0.169548
18	20	28	30	-0.242057	1.763549
23	25	33	35	-0.113639	4.347827
27	28	31	32	-0.417706	0.801902
14	20	32	38	-0.410428	0.825402
14	20	50	56	-0.064794	8.019969
36	39	57	60	-0.042751	12.424873
27	29	39	41	-0.109617	4.526556
27	30	39	42	-0.251231	1.680042
14	20	56	62	-0.039969	13.326146
15	16	17	18	-19.456300	0.494866
15	16	22	23	-0.179677	2.557500
15	16	19	20	-3.736270	0.375160
19	21	31	33	-0.129939	3.736774
15	17	19	21	-18.049000	0.492647
15	17	25	27	-0.204206	2.187436
11	15	35	39	-0.059775	8.737291
19	20	23	24	-0.899142	0.092328
15	17	27	29	-0.114307	4.319361
19	20	25	26	-0.240267	1.780587
15	18	24	27	-0.878889	0.106515
15	18	27	30	-0.339887	1.105318
15	18	30	33	-0.165903	2.813283
18	22	34	38	-0.208761	2.128289
15	18	36	39	-0.058922	8.871308
24	25	29	30	-0.273628	1.499692
24	26	34	36	-0.111959	4.420921
15	19	23	27	-2.683130	0.317008
15	19	31	35	-0.240355	1.779743
5	6	12	13	-0.833545	0.140777
15	19	35	39	-0.123061	3.974875
11	17	53	59	-0.033027	16.237423
24	27	36	39	-0.167220	2.787005
28	29	34	35	-0.129504	3.751084
28	30	34	36	-0.674011	0.297964
4	11	46	53	-0.062027	8.401083
15	20	25	30	-1.880720	0.228987
37	39	41	43	-1.706440	0.198927
5	12	33	40	-0.174612	2.646866
15	20	30	35	-0.479055	0.632191
42	44	46	48	-1.492100	0.152328
37	39	51	53	-0.032931	16.286182
15	20	40	45	-0.098990	5.068659
23	26	35	38	-0.170890	2.715913
23	27	35	39	-0.314168	1.238645
5	8	17	20	-1.999760	0.246508
5	7	17	19	-0.920315	0.078164
15	20	45	50	-0.070628	7.314287
15	21	45	51	-0.112945	4.377758
16	17	20	21	-4.606690	0.403154
16	18	20	22	-23.140100	0.499395
16	19	22	25	-3.615700	0.370220
16	18	22	24	-1.617330	0.181054
16	18	24	26	-0.565851	0.454948
20	23	26	29	-1.648000	0.187424
20	23	35	38	-0.104624	4.767553
16	22	28	34	-1.390970	0.125356
21	22	28	29	-0.096467	5.214929
16	18	28	30	-0.159364	2.950190
21	23	33	35	-0.064218	8.096504
16	18	30	32	-0.092444	5.464667
5	10	35	40	-0.081492	6.269432
19	22	34	37	-0.129359	3.755875
6	11	31	36	-0.104305	4.783734
25	28	46	49	-0.029210	18.427646
16	19	28	31	-0.343691	1.087293
16	19	31	34	-0.170487	2.723570
16	19	34	37	-0.094121	5.357976
20	24	44	48	-0.050551	10.427049
16	19	37	40	-0.074227	6.934288
21	24	42	45	-0.028891	18.636497
7	13	43	49	-0.059800	8.733327
22	25	40	43	-0.043342	12.248375
16	20	24	28	-2.382180	0.290945
16	20	28	32	-0.623601	0.364353
16	20	32	36	-0.255888	1.639942
39	40	41	42	-5.613690	0.424709
22	26	30	34	-1.111020	0.025079
12	15	18	21	-12.798500	0.480065
21	24	36	39	-0.082346	6.198919
16	20	36	40	-0.146451	3.256459
21	25	41	45	-0.059174	8.831268
43	44	46	47	-0.555557	0.473074
4	10	22	28	-0.421690	0.789382
16	20	40	44	-0.076305	6.731167
19	24	44	49	-0.076729	6.691023
29	30	32	33	-1.688380	0.195457
16	20	44	48	-0.056181	9.329623
12	13	18	19	-1.005480	0.027218
16	21	41	46	-0.115152	4.283825
16	21	46	51	-0.067812	7.639721
16	21	51	56	-0.041987	12.660666
16	22	40	46	-0.172811	2.679905
17	18	19	20	-23.135000	0.499390
17	18	24	25	-0.240834	1.775162
22	23	24	25	-4.035500	0.386146
17	18	22	23	-0.677578	0.293640
17	19	21	23	-13.023400	0.480812
17	19	31	33	-0.097112	5.176823
22	24	26	28	-2.178300	0.269196
17	20	23	26	-3.337020	0.357435
17	20	32	35	-0.175826	2.624977
22	26	38	42	-0.134212	3.601143
17	20	38	41	-0.075910	6.768935
17	21	25	29	-2.122390	0.262501
6	9	15	18	-3.928880	0.382424
17	21	37	41	-0.151526	3.129864
30	31	33	34	-1.345760	0.111986
17	21	45	49	-0.061050	8.543828
17	22	27	32	-1.589310	0.175020
39	41	53	55	-0.023197	23.340178
17	22	47	52	-0.076474	6.715097
30	31	35	36	-0.270636	1.522058
17	22	52	57	-0.027629	19.511861
32	33	38	39	-0.145002	3.294230
8	11	23	26	-0.151158	3.138758
18	19	20	21	-22.739100	0.498973
18	19	25	26	-0.154633	3.056462
23	24	25	26	-4.505640	0.400459
18	19	22	23	-0.863356	0.117846
18	20	22	24	-3.988030	0.384513
18	22	26	30	-1.787750	0.213681
18	20	26	28	-0.449526	0.708096
23	25	31	33	-0.233109	1.851332
18	21	30	33	-0.296203	1.345509
18	21	36	39	-0.090120	5.619070
24	25	30	31	-0.118682	4.140844
40	41	45	46	-0.548543	0.485815
18	21	39	42	-0.074293	6.927623
23	24	30	31	-0.083646	6.094476
18	22	30	34	-0.486744	0.613938
40	41	44	45	-0.479024	0.632266
18	23	38	43	-0.161985	2.893987
18	22	38	42	-0.121740	4.023685
8	12	32	36	-0.074199	6.937052
23	25	29	31	-0.642850	0.337774
27	31	51	55	-0.027396	19.682332
3	8	33	38	-0.078561	6.522807
18	23	28	33	-1.279340	0.090631
40	42	54	56	-0.053627	9.799003
18	23	48	53	-0.052445	10.031567
18	23	53	58	-0.033930	15.791019
11	16	41	46	-0.056392	9.292739
19	20	24	25	-0.435423	0.747980
19	21	33	35	-0.078706	6.509799
19	22	25	28	-2.090720	0.258551
19	22	37	40	-0.095477	5.274459
19	22	40	43	-0.049846	10.581971
19	23	43	47	-0.059391	8.797136
4	8	16	20	-3.263780	0.353712
21	24	39	42	-0.061589	8.464565
19	23	47	51	-0.042000	12.656366
15	21	57	63	-0.048732	10.835859
28	31	40	43	-0.185837	2.455379
19	24	34	39	-0.301732	1.311265
19	24	39	44	-0.158370	2.971991
19	24	49	54	-0.045526	11.635605
19	24	54	59	-0.032241	16.645769
24	27	45	48	-0.041684	12.756246
20	21	25	26	-0.333440	1.136808
20	21	26	27	-0.204518	2.183300
20	22	28	30	-0.342419	1.093276
16	21	26	31	-1.802880	0.216279
21	22	26	27	-0.254943	1.647960
20	22	30	32	-0.161000	2.914894
20	21	27	28	-0.135447	3.563536
20	22	32	34	-0.106297	4.684280
20	22	34	36	-0.061943	8.413199
21	22	27	28	-0.155303	3.041018
29	32	47	50	-0.056452	9.282376
20	23	29	32	-0.467707	0.660228
20	23	38	41	-0.068709	7.533199
20	23	41	44	-0.037377	14.286645
20	24	48	52	-0.036826	14.508398
20	25	30	35	-0.975705	0.044019
20	25	40	45	-0.109901	4.513507
20	25	55	60	-0.035929	14.883554
21	23	25	27	-2.132490	0.263737
21	22	25	26	-0.490160	0.606012
21	24	27	30	-1.617320	0.181052
21	23	27	29	-0.564198	0.457814
21	23	29	31	-0.246853	1.719119
21	23	35	37	-0.043571	12.181279
21	24	33	36	-0.156835	3.006201
25	26	31	32	-0.118946	4.130492
25	27	31	33	-0.584872	0.423133
21	25	29	33	-1.238520	0.076370
21	25	49	53	-0.027500	19.606064
5	11	47	53	-0.049587	10.639953
21	26	31	36	-0.922931	0.076459
38	40	42	44	-3.287660	0.354944
38	39	42	43	-0.327631	1.166242
21	26	36	41	-0.276006	1.482263
21	26	41	46	-0.111131	4.457759
17	19	25	27	-0.511358	0.559197
22	23	25	26	-1.001380	0.029472
22	23	26	27	-0.384142	0.917692
17	19	27	29	-0.259321	1.611304
22	24	32	34	-0.117550	4.185760
22	23	27	28	-0.199726	2.248240
22	23	28	29	-0.112287	4.406479
22	24	28	30	-0.601797	0.396515
26	27	31	32	-0.219779	1.995359
22	24	30	32	-0.209492	2.119037
22	24	36	38	-0.043306	12.259051
31	32	34	35	-1.341170	0.110579
26	27	29	30	-1.555620	0.167477
4	9	29	34	-0.123199	3.969836
22	26	34	38	-0.290458	1.382473
6	13	48	55	-0.045551	11.628985
22	27	32	37	-0.965455	0.050042
13	17	29	33	-0.205616	2.168847
22	27	52	57	-0.021050	25.773312
8	12	36	40	-0.053558	9.812186
23	26	38	41	-0.097228	5.170010
23	26	41	44	-0.047749	11.069734
24	27	39	42	-0.110064	4.506047
27	31	43	47	-0.165461	2.822196
14	17	20	23	-12.772600	0.479978
23	27	43	47	-0.074058	6.951236
23	27	51	55	-0.014315	38.146316
4	11	18	25	-5.345590	0.419764
23	28	38	43	-0.282999	1.432704
23	28	43	48	-0.121811	4.021034
23	28	48	53	-0.058634	8.917549
23	28	53	58	-0.035061	15.265116
24	25	27	28	-1.106220	0.022917
12	17	47	52	-0.042773	12.418364
25	26	30	31	-0.227764	1.907058
24	27	33	36	-0.390333	0.894836
24	26	28	30	-2.474730	0.299635
15	19	43	47	-0.052077	10.106173
28	29	31	32	-1.118650	0.028477
24	26	32	34	-0.245392	1.732470
28	31	34	37	-1.770630	0.210687
24	26	36	38	-0.074277	6.929178
25	27	39	41	-0.066385	7.815243
28	31	43	46	-0.123530	3.957797
24	26	38	40	-0.053305	9.861279
24	27	42	45	-0.047231	11.196831
24	28	36	40	-0.355420	1.034142
5	12	19	26	-5.158610	0.416010
24	29	39	44	-0.322929	1.190843
24	28	44	48	-0.076314	6.730264
24	29	44	49	-0.120592	4.066971
51	52	55	56	-51.667900	0.512603
24	29	49	54	-0.060336	8.651248
2	6	22	26	-0.130716	3.711451
24	29	59	64	-0.025828	20.909091
25	26	27	28	-4.543990	0.401496
25	26	32	33	-0.090653	5.582929
1	6	16	21	-2.477530	0.299888
26	28	30	32	-2.306650	0.283336
26	27	30	31	-0.473697	0.645261
25	27	33	35	-0.232437	1.858197
25	26	28	29	-1.181930	0.054971
25	26	29	30	-0.562370	0.461003
25	27	35	37	-0.126240	3.861600
12	18	54	60	-0.037713	14.154736
25	28	37	40	-0.204826	2.179230
25	27	37	39	-0.073620	6.995767
5	6	9	10	-4.496840	0.400219
25	28	34	37	-0.393091	0.884886
25	28	40	43	-0.085516	5.949748
25	29	37	41	-0.382457	0.924041
25	29	41	45	-0.127875	3.805535
38	39	41	42	-0.701735	0.265517
25	29	53	57	-0.023690	22.843559
1	7	13	19	-7.531930	0.449823
26	29	32	35	-1.673810	0.192603
26	28	32	34	-0.631720	0.352945
26	28	34	36	-0.232616	1.856365
1	2	7	8	-1.329650	0.107003
26	30	34	38	-1.359610	0.116176
26	30	38	42	-0.397890	0.867902
7	14	35	42	-0.152117	3.115671
1	8	36	43	-0.109694	4.523012
26	30	50	54	-0.051822	10.158457
27	29	31	33	-2.324630	0.285192
27	30	33	36	-1.808640	0.217257
32	35	41	44	-0.435183	0.748681
27	30	36	39	-0.479103	0.632076
8	10	12	14	-11.792600	0.476376
27	30	45	48	-0.076692	6.694503
27	31	47	51	-0.088153	5.756157
40	41	43	44	-1.753340	0.207604
27	31	55	59	-0.044554	11.900920
42	43	48	49	-0.095021	5.302233
28	29	30	31	-6.364260	0.436339
11	16	26	31	-0.393897	0.882005
28	30	32	34	-3.094600	0.344440
28	29	32	33	-0.532819	0.515595
11	15	27	31	-0.197595	2.278130
28	29	33	34	-0.249328	1.696859
33	34	35	36	-5.079090	0.414330
9	11	15	17	-4.134270	0.389423
9	12	15	18	-13.095700	0.481047
28	29	35	36	-0.092761	5.444158
33	35	41	43	-0.230534	1.877856
9	13	21	25	-1.160480	0.046314
11	17	35	41	-0.154291	3.064397
28	30	36	38	-0.315562	1.230861
33	35	43	45	-0.127897	3.804791
28	30	38	40	-0.176672	2.609901
5	10	20	25	-1.479050	0.149055
28	31	37	40	-0.559696	0.465706
